label,type,author,title,journal,year,volume,number,month,doi,art_number,article_number,url,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes
X.WOS.000307369300020,article,"Dullinger, Stefan and Gattringer, Andreas and Thuiller, Wilfried and Moser, Dietmar and Zimmermann, Niklaus E. and Guisan, Antoine and Willner, Wolfgang and Plutzar, Christoph and Leitner, Michael and Mang, Thomas and Caccianiga, Marco and Dirnboeck, Thomas and Ertl, Siegrun and Fischer, Anton and Lenoir, Jonathan and Svenning, Jens-Christian and Psomas, Achilleas and Schmatz, Dirk R. and Silc, Urban and Vittoz, Pascal and Huelber, Karl",Extinction debt of high-mountain plants under twenty-first-century climate change,"NATURE CLIMATE CHANGE",2012,2,8,AUG,10.1038/NCLIMATE1514,NA,NA,NA,1758-6798,NA,WOS:000307369300020,NA,1758-678X,NA,NA,"Willner, Wolfgang/AAA-4822-2019 Zimmermann, Niklaus E./A-4276-2008 Thuiller, Wilfried/G-3283-2010 Psomas, Achilleas/M-1141-2013 Lenoir, Jonathan/AAE-8441-2019 Fischer, Anton/E-9941-2017 Guisan, Antoine/A-1057-2011 Å ilc, Urban/ABC-8488-2021 Svenning, Jens-Christian/C-8977-2012 HÃ¼lber, Karl/H-7822-2019 Plutzar, Christoph/J-6055-2015 Å ilc, Urban/AAN-7071-2021 Schmatz, Dirk/L-7281-2013 CACCIANIGA, MARCO STEFANO/B-1025-2017",619-622,"Willner, Wolfgang/0000-0003-1591-8386 Zimmermann, Niklaus E./0000-0003-3099-9604 Thuiller, Wilfried/0000-0002-5388-5274 Lenoir, Jonathan/0000-0003-0638-9582 Fischer, Anton/0000-0002-6781-2594 Guisan, Antoine/0000-0002-3998-4815 Å ilc, Urban/0000-0002-3052-699X Svenning, Jens-Christian/0000-0002-3415-0862 HÃ¼lber, Karl/0000-0001-9274-1647 Plutzar, Christoph/0000-0003-2041-6399 Dullinger, Stefan/0000-0003-3919-0887 Schmatz, Dirk/0000-0002-8198-6136 Moser, Dietmar/0000-0002-2745-7508 Leitner, Michael/0000-0002-4975-6787 Vittoz, Pascal/0000-0003-4218-4517 Dirnbock, Thomas/0000-0002-8294-0690 CACCIANIGA, MARCO STEFANO/0000-0001-9715-1830",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,2,Extinction Debt of High-Mountain Plants under Twenty-First-Century Climate Change.,selected,NA
X.WOS.000308862100006,article,"Cheng, Lanna and Damgaard, Jakob and Garrouste, Romain",The sea-skater Halobates (Heteroptera: Gerridae) - probable cause for extinction in the Mediterranean and potential for re-colonisation following climate change,AQUATIC INSECTS,2012,34,"1, SI",NA,10.1080/01650424.2012.643024,NA,NA,NA,1744-4152,NA,WOS:000308862100006,NA,0165-0424,"Aquatic Insects Symposium/9th European Congress of Entomology, Budapest, HUNGARY, AUG 22-27, 2010",NA,"GARROUSTE, Romain/AAK-3692-2021",45-55,"GARROUSTE, Romain/0000-0002-0880-5781","Hungarian Entomol Soc; Hungarian Nat Hist Museum (HNHM); Hungarian Acad Sci (HAS), Plant Protect Inst; Univ Pecs, Dept Ecol \& Hydrobiol; Univ Pecs, Rector; Hungarian Acad Sci (HAS), Balaton Limnol Res Inst; Univ Debrecen, Dept Hydrobiol",NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,The Sea-Skater Halobates (Heteroptera: Gerridae) - Probable Cause for Extinction in the Mediterranean and Potential for Re-Colonisation Following Climate Change.,selected,NA
Urban20122072,ARTICLE,"Urban, M.C. and Tewksbury, J.J. and Sheldon, K.S.",On a collision course: Competition and dispersal differences create no-analogue communities and cause extinctions during climate change,Proceedings of the Royal Society B: Biological Sciences,2012,279,1735,NA,10.1098/rspb.2011.2367,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859398275&doi=10.1098%2frspb.2011.2367&partnerID=40&md5=53c79b5acaa64d87894943ec2930bfae,NA,Article,NA,Scopus,NA,cited By 271,NA,NA,2072-2080,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,On a Collision Course: Competition and Dispersal Differences Create No-Analogue Communities and Cause Extinctions During Climate Change.,selected,NA
Hass2012251,ARTICLE,"Hass, T. and Hyman, J. and Semmens, B.X.","Climate change, heightened hurricane activity, and extinction risk for an endangered tropical seabird, the black-capped petrel Pterodroma hasitata",Marine Ecology Progress Series,2012,454,NA,NA,10.3354/meps09723,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861384202&doi=10.3354%2fmeps09723&partnerID=40&md5=839f15503fb40f5f92f30a07db4b1bf8,NA,Article,NA,Scopus,NA,cited By 21,NA,NA,251-261,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Climate Change, Heightened Hurricane Activity, and Extinction Risk for an Endangered Tropical Seabird, the Black-Capped Petrel Pterodroma Hasitata.",selected,NA
X.WOS.000303602100021,article,"Finnegan, Seth and Heim, Noel A. and Peters, Shanan E. and Fischer, Woodward W.",Climate change and the selective signature of the Late Ordovician mass extinction,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,109,18,MAY 1,10.1073/pnas.1117039109,NA,NA,NA,NA,NA,WOS:000303602100021,NA,0027-8424,NA,NA,"Heim, Noel/AAL-6876-2020 Heim, Noel/A-1497-2009 Peters, Shanan E/A-5620-2013",6829-6834,"Heim, Noel/0000-0002-4528-345X Peters, Shanan E/0000-0002-3346-4317",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and the Selective Signature of the Late Ordovician Mass Extinction.,selected,NA
X.WOS.000302543500005,article,"Ihlow, Flora and Dambach, Johannes and Engler, Jan O. and Flecks, Morris and Hartmann, Timo and Nekum, Sven and Rajaei, Hossein and Roedder, Dennis",On the brink of extinction? How climate change may affect global chelonian species richness and distribution,GLOBAL CHANGE BIOLOGY,2012,18,5,MAY,10.1111/j.1365-2486.2011.02623.x,NA,NA,NA,1365-2486,NA,WOS:000302543500005,NA,1354-1013,NA,NA,"Engler, Jan O/C-3432-2009 Rajaei Sh., Hossein/E-5819-2012 RÃ¶dder, Dennis/AAT-8644-2021 ",1520-1530,"RÃ¶dder, Dennis/0000-0002-6108-1639 Ihlow, Flora/0000-0002-0460-4210",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,On the Brink of Extinction? How Climate Change may Affect Global Chelonian Species Richness and Distribution.,selected,NA
X.WOS.000301533100013,article,"Fordham, Damien A. and Akcakaya, H. Resit and Araujo, Miguel B. and Elith, Jane and Keith, David A. and Pearson, Richard and Auld, Tony D. and Mellin, Camille and Morgan, John W. and Regan, Tracey J. and Tozer, Mark and Watts, Michael J. and White, Matthew and Wintle, Brendan A. and Yates, Colin and Brook, Barry W.",Plant extinction risk under climate change: are forecast range shifts alone a good indicator of species vulnerability to global warming?,GLOBAL CHANGE BIOLOGY,2012,18,4,APR,10.1111/j.1365-2486.2011.02614.x,NA,NA,NA,1365-2486,NA,WOS:000301533100013,NA,1354-1013,NA,NA,"Akcakaya, H. Resit/A-7830-2008 AraÃºjo, Miguel Bastos/AAE-7694-2019 Brook, Barry W./G-2686-2011 Mellin, Camille/AAB-1768-2019 Fordham, Damien A/E-9255-2013 Elith, Jane/F-2022-2015 Mellin, Camille/X-9161-2019 AraÃºjo, Miguel/B-6117-2008 ",1357-1371,"Akcakaya, H. Resit/0000-0002-8679-5929 AraÃºjo, Miguel Bastos/0000-0002-5107-7265 Brook, Barry W./0000-0002-2491-1517 Fordham, Damien A/0000-0003-2137-5592 Elith, Jane/0000-0002-8706-0326 Mellin, Camille/0000-0002-7369-2349 AraÃºjo, Miguel/0000-0002-5107-7265 Keith, David/0000-0002-7627-4150 Auld, Tony/0000-0002-8766-2829 wintle, brendan/0000-0002-4234-5950",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Plant Extinction Risk under Climate Change: Are Forecast Range Shifts Alone a Good Indicator of Species Vulnerability to Global Warming?,selected,NA
X.WOS.000298912900005,article,"Murphy, Brett P. and Williamson, Grant J. and Bowman, David M. J. S.",Did central Australian megafaunal extinction coincide with abrupt ecosystem collapse or gradual climate change?,GLOBAL ECOLOGY AND BIOGEOGRAPHY,2012,21,2,FEB,10.1111/j.1466-8238.2011.00668.x,NA,NA,NA,NA,NA,WOS:000298912900005,NA,1466-822X,NA,NA,"Williamson, Grant/J-7514-2014 Murphy, Brett P/A-3991-2011 Bowman, David M.J.S./A-2930-2011",142-151,"Williamson, Grant/0000-0002-3469-7550 Murphy, Brett P/0000-0002-8230-3069 Bowman, David M.J.S./0000-0001-8075-124X",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Did Central Australian Megafaunal Extinction Coincide with Abrupt Ecosystem Collapse or Gradual Climate Change?,selected,NA
X.WOS.000310816400007,article,"Wolfe, Kennedy and Smith, Abigail M. and Trimby, Patrick and Byrne, Maria",Vulnerability of the Paper Nautilus (Argonauta nodosa) Shell to a Climate-Change Ocean: Potential for Extinction by Dissolution,BIOLOGICAL BULLETIN,2012,223,2,OCT,10.1086/BBLv223n2p236,NA,NA,NA,1939-8697,NA,WOS:000310816400007,NA,0006-3185,NA,NA,"Smith, Abigail M/F-7714-2011 Byrne, Maria/K-6355-2016 ",236-244,"Smith, Abigail M/0000-0001-6468-9124 Byrne, Maria/0000-0002-8902-9808 Wolfe, Kennedy/0000-0002-9502-6769",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Vulnerability of the Paper Nautilus (Argonauta Nodosa) Shell to a Climate-Change Ocean: Potential for Extinction by Dissolution.,selected,NA
Sharma2011,ARTICLE,"Sharma, S. and Vander Zanden, M.J. and Magnuson, J.J. and Lyons, J.",Comparing climate change and species invasions as drivers of coldwater fish population extirpations,PLoS ONE,2011,6,8,NA,10.1371/journal.pone.0022906,e22906,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051543000&doi=10.1371%2fjournal.pone.0022906&partnerID=40&md5=685e6e7f995936499913cbd3d80f0970,NA,Article,NA,Scopus,NA,cited By 46,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Comparing Climate Change and Species Invasions as Drivers of Coldwater Fish Population Extirpations.,selected,NA
X.WOS.000293129900033,article,"Maclean, Ilya M. D. and Wilson, Robert J.",Recent ecological responses to climate change support predictions of high extinction risk,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2011,108,30,JUL 26,10.1073/pnas.1017352108,NA,NA,NA,1091-6490,NA,WOS:000293129900033,NA,0027-8424,NA,NA,"Wilson, Robert J/I-8726-2014 Maclean, Ilya M D/C-4014-2009",12337-12342,"Wilson, Robert J/0000-0003-4477-7068 Maclean, Ilya M D/0000-0001-8030-9136",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Recent Ecological Responses to Climate Change Support Predictions of High Extinction Risk.,selected,NA
Faith20111675,ARTICLE,"Faith, J.T.","Late Pleistocene climate change, nutrient cycling, and the megafaunal extinctions in North America",Quaternary Science Reviews,2011,30,13-14,NA,10.1016/j.quascirev.2011.03.011,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957990865&doi=10.1016%2fj.quascirev.2011.03.011&partnerID=40&md5=eb1b8d297eb94c4d8c042e385e5f7ff1,NA,Article,NA,Scopus,NA,cited By 32,NA,NA,1675-1680,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Late Pleistocene Climate Change, Nutrient Cycling, and the Megafaunal Extinctions in North America.",selected,NA
X.WOS.000289641400005,article,"Beever, Erik A. and Ray, Chris and Wilkening, Jenifer L. and Brussard, Peter F. and Mote, Philip W.",Contemporary climate change alters the pace and drivers of extinction,GLOBAL CHANGE BIOLOGY,2011,17,6,JUN,10.1111/j.1365-2486.2010.02389.x,NA,NA,NA,1365-2486,NA,WOS:000289641400005,NA,1354-1013,NA,NA,"Mote, Philip/AAB-3500-2021 Ray, Chris/AAI-1002-2019 Beever, Erik/Q-3869-2019 ",2054-2070,"Ray, Chris/0000-0002-7963-9637 Beever, Erik/0000-0002-9369-486X Wilkening, Jennifer/0000-0001-8748-4578",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Contemporary Climate Change Alters the Pace and Drivers of Extinction.,selected,NA
X.WOS.000289657700018,article,"Garcia Joral, Fernando and Gomez, Juan J. and Goy, Antonio",Mass extinction and recovery of the Early Toarcian (Early Jurassic) brachiopods linked to climate change in Northern and Central Spain,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2011,302,3-4,MAR 15,10.1016/j.palaeo.2011.01.023,NA,NA,NA,1872-616X,NA,WOS:000289657700018,NA,0031-0182,NA,NA,"Joral, Fernando GarcÃ­a/H-2551-2015 ",367-380,"Joral, Fernando GarcÃ­a/0000-0001-6594-4561 Goy, Antonio/0000-0002-2331-9765",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Mass Extinction and Recovery of the Early Toarcian (Early Jurassic) Brachiopods Linked to Climate Change in Northern and Central Spain.,selected,NA
X.WOS.000287695200024,article,"Stevens, Liadan G. and Hilton, Jason and Bond, David P. G. and Glasspool, Ian J. and Jardine, Phillip E.",Radiation and extinction patterns in Permian floras from North China as indicators for environmental and climate change,JOURNAL OF THE GEOLOGICAL SOCIETY,2011,168,2,MAR,10.1144/0016-76492010-042,NA,NA,NA,2041-479X,NA,WOS:000287695200024,NA,0016-7649,NA,NA,"Hilton, Jason/F-5830-2012 Bond, David/I-6737-2012 ",607-619,"Hilton, Jason/0000-0003-0286-8236 Jardine, Phillip/0000-0002-8268-2353",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Radiation and Extinction Patterns in Permian Floras from North China as Indicators for Environmental and Climate Change.,selected,NA
X.WOS.000289178700002,article,"Melamed, Yoel and Kislev, Mordechai and Weiss, Ehud and Simchoni, Orit",Extinction of water plants in the Hula Valley: Evidence for climate change,JOURNAL OF HUMAN EVOLUTION,2011,60,"4, SI",APR,10.1016/j.jhevol.2010.07.025,NA,NA,NA,NA,NA,WOS:000289178700002,NA,0047-2484,NA,NA,"Weiss, Ehud/F-2588-2016 Weiss, Ehud/AAJ-3619-2020",320-327,"Weiss, Ehud/0000-0002-9730-4726 Weiss, Ehud/0000-0002-9730-4726",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction of Water Plants in the Hula Valley: Evidence for Climate Change.,selected,NA
X.WOS.000285136700014,article,"Foufopoulos, Johannes and Kilpatrick, A. Marm and Ives, Anthony R.",Climate Change and Elevated Extinction Rates of Reptiles from Mediterranean Islands,AMERICAN NATURALIST,2011,177,1,JAN,10.1086/657624,NA,NA,NA,1537-5323,NA,WOS:000285136700014,NA,0003-0147,NA,NA,"Ives, Anthony/A-5698-2008 ",119-129,"Ives, Anthony/0000-0001-9375-9523 Foufopoulos, Johannes/0000-0002-8341-8271",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and Elevated Extinction Rates of Reptiles from Mediterranean Islands.,selected,NA
Feeley20103215,ARTICLE,"Feeley, K.J. and Silman, M.R.",Land-use and climate change effects on population size and extinction risk of Andean plants,Global Change Biology,2010,16,12,NA,10.1111/j.1365-2486.2010.02197.x,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349297182&doi=10.1111%2fj.1365-2486.2010.02197.x&partnerID=40&md5=548d8551e162596d6d845153bbd07338,NA,Article,NA,Scopus,NA,cited By 120,NA,NA,3215-3222,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Land-Use and Climate Change Effects on Population Size and Extinction Risk of Andean Plants.,selected,NA
R..dder201035,ARTICLE,"RÃ¶dder, D. and Hawlitschek, O. and Glaw, F.","Environmental niche plasticity of the endemic gecko Phelsuma parkeri Loveridge 1941 from Pemba Island, Tanzania: A case study of extinction risk on flat islands by climate change",Tropical Zoology,2010,23,1,NA,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958523222&partnerID=40&md5=e30ab7bc2bbaf5e31cc4bd7720da80ac,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,35-49,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,2,"Environmental Niche Plasticity of the Endemic Gecko Phelsuma Parkeri Loveridge 1941 from Pemba Island, Tanzania: a Case Study of Extinction Risk on Flat Islands by Climate Change.",selected,NA
Barnosky201010,ARTICLE,"Barnosky, A.D. and Lindsey, E.L.",Timing of Quaternary megafaunal extinction in South America in relation to human arrival and climate change,Quaternary International,2010,217,1-2,NA,10.1016/j.quaint.2009.11.017,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950519630&doi=10.1016%2fj.quaint.2009.11.017&partnerID=40&md5=8bf6d4dc8939dfc1c82f10c020d8c25b,NA,Article,NA,Scopus,NA,cited By 171,NA,NA,10-29,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Timing of Quaternary Megafaunal Extinction in South America in Relation to Human Arrival and Climate Change.,selected,NA
Dudgeon2010127,ARTICLE,"Dudgeon, D.","Requiem for a river: Extinctions, climate change and the last of the yangtze",Aquatic Conservation: Marine and Freshwater Ecosystems,2010,20,2,NA,10.1002/aqc.1098,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649173285&doi=10.1002%2faqc.1098&partnerID=40&md5=678b4f3e2f14a642a69eb303c28ddf37,NA,Article,NA,Scopus,NA,cited By 38,NA,NA,127-131,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Requiem for a River: Extinctions, Climate Change and the Last of the Yangtze.",selected,NA
X.WOS.000271632000031,article,"Virah-Sawmy, Malika and Bonsall, Michael B. and Willis, Katherine J.",`Tales of Symphonia': extinction dynamics in response to past climate change in Madagascan rainforests,BIOLOGY LETTERS,2009,5,6,DEC 23,10.1098/rsbl.2009.0428,NA,NA,NA,1744-957X,NA,WOS:000271632000031,NA,1744-9561,NA,NA,NA,821-825,"Virah-Sawmy, Malika/0000-0003-3646-5646 Bonsall, Michael/0000-0003-0250-0423 Willis, Katherine/0000-0002-6763-2489",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,`tales of Symphonia': Extinction Dynamics in Response to Past Climate Change in Madagascan Rainforests.,selected,NA
X.WOS.000269730500017,article,"Carroll, Matthew J. and Anderson, Barbara J. and Brereton, Tom M. and Knight, Sarah J. and Kudrna, Ottakar and Thomas, Chris D.",Climate change and translocations: The potential to re-establish two regionally-extinct butterfly species in Britain,BIOLOGICAL CONSERVATION,2009,142,10,OCT,10.1016/j.biocon.2009.04.010,NA,NA,NA,1873-2917,NA,WOS:000269730500017,NA,0006-3207,NA,NA,"Thomas, Chris D/A-1460-2014 Anderson, Barbara/E-6802-2012 Thomas, Chris D/A-1894-2012 ",2114-2121,"Thomas, Chris D/0000-0003-2822-1334 Anderson, Barbara/0000-0003-1763-3616 Thomas, Chris D/0000-0003-2822-1334 Carroll, Matthew/0000-0002-1363-5406 Knight, Sarah/0000-0002-9977-8810",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Climate Change and Translocations: The Potential to Re-Establish Two Regionally-Extinct Butterfly Species in Britain.,selected,NA
Wang2009183,ARTICLE,"Wang, Y.-H. and Ferguson, D.K. and Feng, G.-P. and Wang, Y.-F. and Zhilin, S.G. and Li, C.-S. and Svetlana, P.-T. and Yang, J. and Ablaev, A.G.",The Phytogeography of the extinct angiosperm Nordenskioeldia (Trochodendraceae) and its response to climate changes,"Palaeogeography, Palaeoclimatology, Palaeoecology",2009,280,1-2,NA,10.1016/j.palaeo.2009.05.019,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749116214&doi=10.1016%2fj.palaeo.2009.05.019&partnerID=40&md5=4a0b91addff4e88274a57d5ea36b997e,NA,Article,NA,Scopus,NA,cited By 6,NA,NA,183-192,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,The Phytogeography of the Extinct Angiosperm Nordenskioeldia (Trochodendraceae) and Its Response to Climate Changes.,selected,NA
X.WOS.000259085900034,article,"Keith, David A. and Akcakaya, H. Resit and Thuiller, Wilfried and Midgley, Guy F. and Pearson, Richard G. and Phillips, Steven J. and Regan, Helen M. and Araujo, Miguel B. and Rebelo, Tony G.",Predicting extinction risks under climate change: coupling stochastic population models with dynamic bioclimatic habitat models,BIOLOGY LETTERS,2008,4,5,OCT 23,10.1098/rsbl.2008.0049,NA,NA,NA,1744-957X,NA,WOS:000259085900034,NA,1744-9561,NA,NA,"gil, cristina gil martine/C-9048-2009 Akcakaya, H. Resit/A-7830-2008 AraÃºjo, Miguel/B-6117-2008 AraÃºjo, Miguel Bastos/AAE-7694-2019 Thuiller, Wilfried/G-3283-2010 Midgley, Guy F./H-3585-2014 ",560-563,"Akcakaya, H. Resit/0000-0002-8679-5929 AraÃºjo, Miguel/0000-0002-5107-7265 AraÃºjo, Miguel Bastos/0000-0002-5107-7265 Thuiller, Wilfried/0000-0002-5388-5274 Midgley, Guy F./0000-0001-8264-0869 Keith, David/0000-0002-7627-4150",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Predicting Extinction Risks under Climate Change: Coupling Stochastic Population Models with Dynamic Bioclimatic Habitat Models.,selected,NA
